term,name,section,component,title,room_Code,start_Time,end_Time,monday,tuesday,wednesday,thursday,friday,online,pre_Req,co_Req,equivalent,association,lab_Required,require_Engineer,id
Fall,ENCS272,N NA,TUT,COMP.& ARGUMENTATION FOR ENG,MB2.285,705,755,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1070,FALSE,NOENG,194
Fall,ENCS272,N NB,TUT,COMP.& ARGUMENTATION FOR ENG,MB1.301,705,755,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1070,FALSE,NOENG,195
Fall,ENCS272,N NC,TUT,COMP.& ARGUMENTATION FOR ENG,MB2.255,705,755,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1070,FALSE,NOENG,196
Winter,ENCS272,II,LEC,COMP.& ARGUMENTATION FOR ENG,H561,1065,1215,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1071,FALSE,NOENG,519
Winter,ENCS272,IIIE,TUT,COMP.& ARGUMENTATION FOR ENG,MB2.265,975,1025,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,1071,FALSE,NOENG,520
Winter,ENCS272,IIIF,TUT,COMP.& ARGUMENTATION FOR ENG,MB2.255,975,1025,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1071,FALSE,NOENG,521
Winter,ENCS272,IIIG,TUT,COMP.& ARGUMENTATION FOR ENG,MBS1.255,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,1071,FALSE,NOENG,522
Fall,ENCS282,A,LEC,TECH. WRITING + COMMUNIC N.,H531,975,1050,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6765,FALSE,NOENG,177
Fall,ENCS282,A AL,TUT,TECH. WRITING + COMMUNIC N.,H523,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6765,FALSE,NOENG,178
Fall,ENCS282,A AM,TUT,TECH. WRITING + COMMUNIC N.,H427,1065,1165,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6765,FALSE,NOENG,179
Fall,ENCS282,A AN,TUT,TECH. WRITING + COMMUNIC N.,H611,1065,1165,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6765,FALSE,NOENG,180
Fall,ENCS282,A AO,TUT,TECH. WRITING + COMMUNIC N.,H513,1065,1165,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6765,FALSE,NOENG,181
Fall,ENCS282,B,LEC,TECH. WRITING + COMMUNIC N.,H531,885,960,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6766,FALSE,NOENG,182
Fall,ENCS282,B BA,TUT,TECH. WRITING + COMMUNIC N.,MB3.255,965,1065,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6766,FALSE,NOENG,183
Fall,ENCS282,B BB,TUT,TECH. WRITING + COMMUNIC N.,H625,1065,1165,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6766,FALSE,NOENG,184
Fall,ENCS282,B BC,TUT,TECH. WRITING + COMMUNIC N.,MB3.265,965,1065,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6766,FALSE,NOENG,185
Fall,ENCS282,B BD,TUT,TECH. WRITING + COMMUNIC N.,H623,1065,1165,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6766,FALSE,NOENG,186
Fall,ENCS282,BB,LEC,TECH. WRITING + COMMUNIC N.,FGC070,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6767,FALSE,NOENG,187
Fall,ENCS282,BBBN,TUT,TECH. WRITING + COMMUNIC N.,MBS2.465,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,6767,FALSE,NOENG,188
Fall,ENCS282,BBBO,TUT,TECH. WRITING + COMMUNIC N.,MBS2.465,1080,1180,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,,6767,FALSE,NOENG,189
Fall,ENCS282,BBBP,TUT,TECH. WRITING + COMMUNIC N.,MBS2.465,965,1065,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,,6767,FALSE,NOENG,190
Fall,ENCS282,BBBQ,TUT,TECH. WRITING + COMMUNIC N.,H625,1065,1165,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"(ENCS272, EWT)",,,6767,FALSE,NOENG,191
Winter,ENCS282,EE,LEC,TECH. WRITING + COMMUNIC N.,H435,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,5578,FALSE,NOENG,514
Winter,ENCS282,EEEN,TUT,TECH. WRITING + COMMUNIC N.,MB3.265,975,1075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,5578,FALSE,NOENG,515
Winter,ENCS282,EEEO,TUT,TECH. WRITING + COMMUNIC N.,H619,975,1075,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"(ENCS272, EWT)",,,5578,FALSE,NOENG,516
Winter,ENCS282,EEEP,TUT,TECH. WRITING + COMMUNIC N.,MBS2.445,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,,5578,FALSE,NOENG,517
Winter,ENCS282,EEEQ,TUT,TECH. WRITING + COMMUNIC N.,H513,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,5578,FALSE,NOENG,518
Winter,ENCS282,WW,LEC,TECH. WRITING + COMMUNIC N.,H535,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,5579,FALSE,NOENG,524
Winter,ENCS282,WWWA,TUT,TECH. WRITING + COMMUNIC N.,H529,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,5579,FALSE,NOENG,525
Winter,ENCS282,WWWB,TUT,TECH. WRITING + COMMUNIC N.,MBS2.105,1075,1175,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,,5579,FALSE,NOENG,526
Winter,ENCS282,WWWC,TUT,TECH. WRITING + COMMUNIC N.,H544,1075,1175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"(ENCS272, EWT)",,,5579,FALSE,NOENG,527
Winter,ENCS282,WWWD,TUT,TECH. WRITING + COMMUNIC N.,MBS2.465,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,5579,FALSE,NOENG,528
Winter,ENCS282,Y,LEC,TECH. WRITING + COMMUNIC N.,MBS2.210,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"(ENCS272, EWT)",,,5580,FALSE,NOENG,529
Winter,ENCS282,Y YA,TUT,TECH. WRITING + COMMUNIC N.,H459,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,,5580,FALSE,NOENG,530
Winter,ENCS282,Y YB,TUT,TECH. WRITING + COMMUNIC N.,MB2.435,975,1075,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,5580,FALSE,NOENG,531
Winter,ENCS282,Y YC,TUT,TECH. WRITING + COMMUNIC N.,MBS1.255,975,1075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,,5580,FALSE,NOENG,532
Winter,ENCS282,Y YD,TUT,TECH. WRITING + COMMUNIC N.,MB2.255,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,,5580,FALSE,NOENG,533
Fall,ENCS393,FF,LEC,SOC/ETH DIM INFO/COMM TECH,H411,1065,1215,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ENCS282,,,,FALSE,NOENG,192
Winter,ENCS393,WW,LEC,SOC/ETH DIM INFO/COMM TECH,H507,1065,1215,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ENCS282,,,,FALSE,NOENG,523
Fall,ENGR201,BL,LEC,PROFESS L. PRACTICE+RESPONS.,ONLINE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,1080,FALSE,NOENG,197
Fall,ENGR201,BL A,TUT,PROFESS L. PRACTICE+RESPONS.,H401,525,575,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,1080,FALSE,NOENG,200
Fall,ENGR201,BL B,TUT,PROFESS L. PRACTICE+RESPONS.,H401,525,575,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,1080,FALSE,NOENG,202
Fall,ENGR201,BL C,TUT,PROFESS L. PRACTICE+RESPONS.,H501,975,1025,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1080,FALSE,NOENG,204
Fall,ENGR201,BL D,TUT,PROFESS L. PRACTICE+RESPONS.,H501,975,1025,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1080,FALSE,NOENG,205
Fall,ENGR201,BL E,TUT,PROFESS L. PRACTICE+RESPONS.,H403,1065,1115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1080,FALSE,NOENG,208
Fall,ENGR201,BL F,TUT,PROFESS L. PRACTICE+RESPONS.,H403,1065,1115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1080,FALSE,NOENG,209
Fall,ENGR201,BL G,TUT,PROFESS L. PRACTICE+RESPONS.,H521,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,1080,FALSE,NOENG,211
Fall,ENGR201,BL H,TUT,PROFESS L. PRACTICE+RESPONS.,H521,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,1080,FALSE,NOENG,212
Fall,ENGR201,BL I,TUT,PROFESS L. PRACTICE+RESPONS.,FGB080,1125,1175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1080,FALSE,NOENG,213
Fall,ENGR201,BL J,TUT,PROFESS L. PRACTICE+RESPONS.,FGB080,1125,1175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1080,FALSE,NOENG,214
Fall,ENGR201,BL K,TUT,PROFESS L. PRACTICE+RESPONS.,FGB055,525,575,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1080,FALSE,NOENG,215
Winter,ENGR201,BL,LEC,PROFESS L. PRACTICE+RESPONS.,ONLINE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,,1081,FALSE,NOENG,535
Winter,ENGR201,BL A,TUT,PROFESS L. PRACTICE+RESPONS.,H521,525,575,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1081,FALSE,NOENG,537
Winter,ENGR201,BL B,TUT,PROFESS L. PRACTICE+RESPONS.,H521,525,575,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1081,FALSE,NOENG,539
Winter,ENGR201,BL C,TUT,PROFESS L. PRACTICE+RESPONS.,H501,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,1081,FALSE,NOENG,540
Winter,ENGR201,BL D,TUT,PROFESS L. PRACTICE+RESPONS.,H501,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,1081,FALSE,NOENG,543
Winter,ENGR201,BL E,TUT,PROFESS L. PRACTICE+RESPONS.,MB3.435,525,575,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,1081,FALSE,NOENG,544
Winter,ENGR201,BL F,TUT,PROFESS L. PRACTICE+RESPONS.,MB3.435,525,575,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,1081,FALSE,NOENG,545
Winter,ENGR201,BL G,TUT,PROFESS L. PRACTICE+RESPONS.,MB2.435,975,1025,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1081,FALSE,NOENG,546
Winter,ENGR201,BL H,TUT,PROFESS L. PRACTICE+RESPONS.,MB2.435,975,1025,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1081,FALSE,NOENG,547
Winter,ENGR201,BL I,TUT,PROFESS L. PRACTICE+RESPONS.,FGB080,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,1081,FALSE,NOENG,548
Winter,ENGR201,BL J,TUT,PROFESS L. PRACTICE+RESPONS.,FGB080,975,1025,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1081,FALSE,NOENG,549
Fall,ENGR202,G,LEC,SUSTAIN.DEV.+ENVIRO.STEWART.,H110,975,1050,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,TRUE,NOENG,242
Fall,ENGR202,H,LEC,SUSTAIN.DEV.+ENVIRO.STEWART.,H110,975,1050,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,TRUE,NOENG,248
Winter,ENGR202,R,LEC,SUSTAIN.DEV.+ENVIRO.STEWART.,H110,975,1050,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,TRUE,NOENG,591
Winter,ENGR202,SS,LEC,SUSTAIN.DEV.+ENVIRO.STEWART.,H110,1065,1140,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,TRUE,NOENG,608
Fall,ENGR213,P,LEC,APP.ORDINARY DIFF.EQUATIONS,FGC070,705,780,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,1085,FALSE,NOENG,268
Fall,ENGR213,P PA,TUT,APP.ORDINARY DIFF.EQUATIONS,H557,795,895,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1085,FALSE,NOENG,269
Fall,ENGR213,P PB,TUT,APP.ORDINARY DIFF.EQUATIONS,FGB050,795,895,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1085,FALSE,NOENG,271
Fall,ENGR213,R,LEC,APP.ORDINARY DIFF.EQUATIONS,FGC070,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,1086,FALSE,NOENG,277
Fall,ENGR213,R RA,TUT,APP.ORDINARY DIFF.EQUATIONS,H431,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1086,FALSE,NOENG,279
Fall,ENGR213,R RB,TUT,APP.ORDINARY DIFF.EQUATIONS,H433,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1086,FALSE,NOENG,282
Fall,ENGR213,T,LEC,APP.ORDINARY DIFF.EQUATIONS,H110,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,1087,FALSE,NOENG,298
Fall,ENGR213,T TA,TUT,APP.ORDINARY DIFF.EQUATIONS,MBS2.330,795,895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1087,FALSE,NOENG,302
Fall,ENGR213,T TB,TUT,APP.ORDINARY DIFF.EQUATIONS,FGC080,795,895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1087,FALSE,NOENG,306
Fall,ENGR213,U,LEC,APP.ORDINARY DIFF.EQUATIONS,FGC080,705,780,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,1088,FALSE,NOENG,307
Fall,ENGR213,U UA,TUT,APP.ORDINARY DIFF.EQUATIONS,H431,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1088,FALSE,NOENG,308
Fall,ENGR213,U UB,TUT,APP.ORDINARY DIFF.EQUATIONS,H509,855,955,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1088,FALSE,NOENG,309
Fall,ENGR213,V,LEC,APP.ORDINARY DIFF.EQUATIONS,MBS2.330,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,1089,FALSE,NOENG,311
Fall,ENGR213,V VA,TUT,APP.ORDINARY DIFF.EQUATIONS,FGB030,825,925,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,1089,FALSE,NOENG,313
Fall,ENGR213,V VB,TUT,APP.ORDINARY DIFF.EQUATIONS,H557,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1089,FALSE,NOENG,315
Fall,ENGR213,X,LEC,APP.ORDINARY DIFF.EQUATIONS,H435,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,1090,FALSE,NOENG,318
Fall,ENGR213,X XA,TUT,APP.ORDINARY DIFF.EQUATIONS,H561,795,895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1090,FALSE,NOENG,321
Fall,ENGR213,X XB,TUT,APP.ORDINARY DIFF.EQUATIONS,H433,795,895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1090,FALSE,NOENG,324
Fall,ENGR213,XX,LEC,APP.ORDINARY DIFF.EQUATIONS,H435,1065,1215,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1091,FALSE,NOENG,326
Fall,ENGR213,XXXE,TUT,APP.ORDINARY DIFF.EQUATIONS,H433,945,1045,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1091,FALSE,NOENG,328
Fall,ENGR213,XXXF,TUT,APP.ORDINARY DIFF.EQUATIONS,H561,945,1045,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1091,FALSE,NOENG,330
Winter,ENGR213,F,LEC,APP.ORDINARY DIFF.EQUATIONS,H937,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,1092,FALSE,NOENG,550
Winter,ENGR213,F FA,TUT,APP.ORDINARY DIFF.EQUATIONS,H509,1080,1180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1092,FALSE,NOENG,551
Winter,ENGR213,F FB,TUT,APP.ORDINARY DIFF.EQUATIONS,MBS2.401,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1092,FALSE,NOENG,552
Winter,ENGR213,G,LEC,APP.ORDINARY DIFF.EQUATIONS,H435,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,1093,FALSE,NOENG,553
Winter,ENGR213,G GA,TUT,APP.ORDINARY DIFF.EQUATIONS,H420,970,1070,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1093,FALSE,NOENG,554
Winter,ENGR213,G GB,TUT,APP.ORDINARY DIFF.EQUATIONS,H520,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1093,FALSE,NOENG,555
Winter,ENGR213,G GC,TUT,APP.ORDINARY DIFF.EQUATIONS,H627,970,1070,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1093,FALSE,NOENG,556
Winter,ENGR213,G GD,TUT,APP.ORDINARY DIFF.EQUATIONS,H523,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1093,FALSE,NOENG,557
Winter,ENGR213,J,LEC,APP.ORDINARY DIFF.EQUATIONS,FGC080,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,1094,FALSE,NOENG,569
Winter,ENGR213,J JA,TUT,APP.ORDINARY DIFF.EQUATIONS,FGB030,945,1045,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1094,FALSE,NOENG,572
Winter,ENGR213,J JB,TUT,APP.ORDINARY DIFF.EQUATIONS,MB5.215,945,1045,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1094,FALSE,NOENG,575
Winter,ENGR213,W,LEC,APP.ORDINARY DIFF.EQUATIONS,H531,885,960,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,1095,FALSE,NOENG,679
Winter,ENGR213,W WA,TUT,APP.ORDINARY DIFF.EQUATIONS,MB2.430,970,1070,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1095,FALSE,NOENG,683
Winter,ENGR213,W WB,TUT,APP.ORDINARY DIFF.EQUATIONS,MB5.215,1080,1180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1095,FALSE,NOENG,687
Fall,ENGR233,P,LEC,APPLIED ADVANCED CALCULUS,H110,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,1096,FALSE,NOENG,267
Fall,ENGR233,P PA,TUT,APPLIED ADVANCED CALCULUS,H561,645,745,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1096,FALSE,NOENG,270
Fall,ENGR233,P PB,TUT,APPLIED ADVANCED CALCULUS,H557,645,745,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1096,FALSE,NOENG,272
Fall,ENGR233,Q,LEC,APPLIED ADVANCED CALCULUS,H937,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,1035,FALSE,NOENG,273
Fall,ENGR233,Q QA,TUT,APPLIED ADVANCED CALCULUS,H431,645,745,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1035,FALSE,NOENG,274
Fall,ENGR233,Q QB,TUT,APPLIED ADVANCED CALCULUS,H557,525,625,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1035,FALSE,NOENG,275
Winter,ENGR233,J,LEC,APPLIED ADVANCED CALCULUS,H535,975,1050,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,1097,FALSE,NOENG,567
Winter,ENGR233,J JA,TUT,APPLIED ADVANCED CALCULUS,H459,1065,1165,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1097,FALSE,NOENG,571
Winter,ENGR233,J JB,TUT,APPLIED ADVANCED CALCULUS,H565,1180,1280,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1097,FALSE,NOENG,574
Winter,ENGR233,J JC,TUT,APPLIED ADVANCED CALCULUS,H609,795,905,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1097,FALSE,NOENG,576
Winter,ENGR233,R,LEC,APPLIED ADVANCED CALCULUS,H535,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,1098,FALSE,NOENG,593
Winter,ENGR233,R RA,TUT,APPLIED ADVANCED CALCULUS,H629,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1098,FALSE,NOENG,595
Winter,ENGR233,R RB,TUT,APPLIED ADVANCED CALCULUS,H435,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1098,FALSE,NOENG,597
Winter,ENGR233,R RC,TUT,APPLIED ADVANCED CALCULUS,H631,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,1098,FALSE,NOENG,599
Winter,ENGR233,S,LEC,APPLIED ADVANCED CALCULUS,H535,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,1099,FALSE,NOENG,602
Winter,ENGR233,S SA,TUT,APPLIED ADVANCED CALCULUS,H631,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1099,FALSE,NOENG,604
Winter,ENGR233,S SB,TUT,APPLIED ADVANCED CALCULUS,H609,795,895,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,1099,FALSE,NOENG,605
Winter,ENGR233,S SC,TUT,APPLIED ADVANCED CALCULUS,H423,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,1099,FALSE,NOENG,606
Winter,ENGR233,T,LEC,APPLIED ADVANCED CALCULUS,H435,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,2000,FALSE,NOENG,617
Winter,ENGR233,T TA,TUT,APPLIED ADVANCED CALCULUS,H459,585,685,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,2000,FALSE,NOENG,622
Winter,ENGR233,T TB,TUT,APPLIED ADVANCED CALCULUS,H619,585,685,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,2000,FALSE,NOENG,627
Winter,ENGR233,T TC,TUT,APPLIED ADVANCED CALCULUS,H429,585,685,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,2000,FALSE,NOENG,630
Winter,ENGR233,U,LEC,APPLIED ADVANCED CALCULUS,H435,525,600,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,2001,FALSE,NOENG,638
Winter,ENGR233,U UA,TUT,APPLIED ADVANCED CALCULUS,H441,585,685,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2001,FALSE,NOENG,640
Winter,ENGR233,U UB,TUT,APPLIED ADVANCED CALCULUS,MB6.425,795,895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2001,FALSE,NOENG,642
Winter,ENGR233,U UC,TUT,APPLIED ADVANCED CALCULUS,H611,585,685,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2001,FALSE,NOENG,643
Winter,ENGR233,V,LEC,APPLIED ADVANCED CALCULUS,H535,525,600,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,2002,FALSE,NOENG,656
Winter,ENGR233,V VA,TUT,APPLIED ADVANCED CALCULUS,H613,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2002,FALSE,NOENG,661
Winter,ENGR233,V VB,TUT,APPLIED ADVANCED CALCULUS,H609,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2002,FALSE,NOENG,666
Winter,ENGR233,V VC,TUT,APPLIED ADVANCED CALCULUS,H459,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,2002,FALSE,NOENG,668
Winter,ENGR233,X,LEC,APPLIED ADVANCED CALCULUS,MBS2.210,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,2003,FALSE,NOENG,698
Winter,ENGR233,X XA,TUT,APPLIED ADVANCED CALCULUS,H441,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2003,FALSE,NOENG,702
Winter,ENGR233,X XB,TUT,APPLIED ADVANCED CALCULUS,H611,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2003,FALSE,NOENG,706
Winter,ENGR233,X XC,TUT,APPLIED ADVANCED CALCULUS,H613,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2003,FALSE,NOENG,708
Fall,ENGR242,T,LEC,STATICS,H411,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,ENGR213,,2004,FALSE,NOENG,296
Fall,ENGR242,T TA,TUT,STATICS,MB2.445,795,895,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,,2004,FALSE,NOENG,300
Fall,ENGR242,T TB,TUT,STATICS,MB2.435,795,895,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,,2004,FALSE,NOENG,304
Fall,ENGR242,V,LEC,STATICS,H531,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,2005,FALSE,NOENG,310
Fall,ENGR242,V VA,TUT,STATICS,H539,505,605,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,2005,FALSE,NOENG,312
Fall,ENGR242,V VB,TUT,STATICS,H565,505,605,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,2005,FALSE,NOENG,314
Fall,ENGR242,X,LEC,STATICS,H407,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,2006,FALSE,NOENG,317
Fall,ENGR242,X XA,TUT,STATICS,FGB070,1065,1165,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,2006,FALSE,NOENG,320
Fall,ENGR242,X XB,TUT,STATICS,H565,1065,1165,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,ENGR213,,2006,FALSE,NOENG,323
