term,name,section,component,title,room_Code,start_Time,end_Time,monday,tuesday,wednesday,thursday,friday,online,pre_Req,co_Req,equivalent,association,lab_Required,require_Engineer,id
Fall,ENGR242,XX,LEC,STATICS,FGB060,1065,1215,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,2007,FALSE,NOENG,325
Fall,ENGR242,XXXE,TUT,STATICS,H423,1230,1330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,2007,FALSE,NOENG,327
Fall,ENGR242,XXXF,TUT,STATICS,FGB055,1230,1330,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,2007,FALSE,NOENG,329
Fall,ENGR242,YY,LEC,STATICS,GNM100,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,2008,FALSE,NOENG,334
Fall,ENGR242,YYYA,TUT,STATICS,H423,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,2008,FALSE,NOENG,335
Fall,ENGR242,YYYB,TUT,STATICS,FGB055,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,2008,FALSE,NOENG,336
Winter,ENGR242,J,LEC,STATICS,H411,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,2009,FALSE,NOENG,568
Winter,ENGR242,J JA,TUT,STATICS,H423,825,925,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,,2009,FALSE,NOENG,570
Winter,ENGR242,J JB,TUT,STATICS,FGB055,825,925,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,,2009,FALSE,NOENG,573
Winter,ENGR242,L,LEC,STATICS,H420,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,2010,FALSE,NOENG,577
Winter,ENGR242,L LA,TUT,STATICS,FGB055,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,,2010,FALSE,NOENG,578
Winter,ENGR242,L LB,TUT,STATICS,FGB080,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,,2010,FALSE,NOENG,579
Winter,ENGR242,WW,LEC,STATICS,GNM100,1065,1215,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,2011,FALSE,NOENG,692
Winter,ENGR242,WWWA,TUT,STATICS,H423,1230,1330,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,2011,FALSE,NOENG,693
Winter,ENGR242,WWWB,TUT,STATICS,H539,1230,1330,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,2011,FALSE,NOENG,694
Fall,ENGR243,F,LEC,DYNAMICS,FGC080,705,765,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,8666,FALSE,NOENG,219
Fall,ENGR243,F FA,TUT,DYNAMICS,FGB080,500,600,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8666,FALSE,NOENG,225
Fall,ENGR243,F FB,TUT,DYNAMICS,FGB055,500,600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,8666,FALSE,NOENG,227
Fall,ENGR243,F FC,TUT,DYNAMICS,FGB080,500,600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,8666,FALSE,NOENG,232
Winter,ENGR243,T,LEC,DYNAMICS,MBS2.210,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,8667,FALSE,NOENG,613
Winter,ENGR243,T TA,TUT,DYNAMICS,H631,705,805,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8667,FALSE,NOENG,620
Winter,ENGR243,T TB,TUT,DYNAMICS,H401,605,705,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8667,FALSE,NOENG,625
Winter,ENGR243,T TC,TUT,DYNAMICS,H629,705,805,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8667,FALSE,NOENG,629
Winter,ENGR243,V,LEC,DYNAMICS,MBS2.330,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"ENGR213, ENGR242",,,8668,FALSE,NOENG,654
Winter,ENGR243,V VA,TUT,DYNAMICS,H565,885,985,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8668,FALSE,NOENG,659
Winter,ENGR243,V VB,TUT,DYNAMICS,H631,705,805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8668,FALSE,NOENG,664
Winter,ENGR243,W,LEC,DYNAMICS,H535,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,8669,FALSE,NOENG,677
Winter,ENGR243,W WE,TUT,DYNAMICS,FGB080,500,600,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8669,FALSE,NOENG,689
Winter,ENGR243,W WF,TUT,DYNAMICS,FGB080,605,705,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8669,FALSE,NOENG,690
Winter,ENGR243,W WG,TUT,DYNAMICS,FGB080,500,600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,8669,FALSE,NOENG,691
Winter,ENGR243,X,LEC,DYNAMICS,H407,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,8670,FALSE,NOENG,696
Winter,ENGR243,X XA,TUT,DYNAMICS,H423,705,805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8670,FALSE,NOENG,700
Winter,ENGR243,X XB,TUT,DYNAMICS,FGB055,885,985,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8670,FALSE,NOENG,704
Winter,ENGR243,X XC,TUT,DYNAMICS,FGB055,705,805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,8670,FALSE,NOENG,707
Winter,ENGR244,HH,LEC,MECHANICS OF MATERIALS,FGC080,1065,1215,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4312,TRUE,NOENG,558
Winter,ENGR244,HHHA,TUT,MECHANICS OF MATERIALS,H539,1065,1175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4312,TRUE,NOENG,559
Winter,ENGR244,HHHB,TUT,MECHANICS OF MATERIALS,H565,1065,1175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4312,TRUE,NOENG,560
Winter,ENGR244,HI-X,LAB,MECHANICS OF MATERIALS,H963,1065,1230,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,561
Winter,ENGR244,HJ-X,LAB,MECHANICS OF MATERIALS,H963,1065,1230,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,562
Winter,ENGR244,HK-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,563
Winter,ENGR244,HL-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,564
Winter,ENGR244,HM-X,LAB,MECHANICS OF MATERIALS,H963,1065,1230,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,565
Winter,ENGR244,HN-X,LAB,MECHANICS OF MATERIALS,H963,1065,1230,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,566
Winter,ENGR244,M,LEC,MECHANICS OF MATERIALS,MBS2.330,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4313,TRUE,NOENG,580
Winter,ENGR244,M MA,TUT,MECHANICS OF MATERIALS,MB2.445,795,905,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4313,TRUE,NOENG,581
Winter,ENGR244,M MB,TUT,MECHANICS OF MATERIALS,H565,795,905,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4313,TRUE,NOENG,582
Winter,ENGR244,MI-X,LAB,MECHANICS OF MATERIALS,H963,525,690,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,583
Winter,ENGR244,MJ-X,LAB,MECHANICS OF MATERIALS,H963,525,690,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,584
Winter,ENGR244,MK-X,LAB,MECHANICS OF MATERIALS,H963,525,690,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,585
Winter,ENGR244,ML-X,LAB,MECHANICS OF MATERIALS,H963,525,690,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,586
Winter,ENGR244,MM-X,LAB,MECHANICS OF MATERIALS,H963,1065,1230,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,587
Winter,ENGR244,MN-X,LAB,MECHANICS OF MATERIALS,H963,1065,1230,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,588
Winter,ENGR244,T,LEC,MECHANICS OF MATERIALS,H531,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4314,TRUE,NOENG,616
Winter,ENGR244,T TA,TUT,MECHANICS OF MATERIALS,MB5.255,885,995,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4314,TRUE,NOENG,621
Winter,ENGR244,T TB,TUT,MECHANICS OF MATERIALS,MB3.435,975,1085,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4314,TRUE,NOENG,626
Winter,ENGR244,TI-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,631
Winter,ENGR244,TJ-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,632
Winter,ENGR244,TK-X,LAB,MECHANICS OF MATERIALS,H963,525,690,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,633
Winter,ENGR244,TL-X,LAB,MECHANICS OF MATERIALS,H963,525,690,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,634
Winter,ENGR244,TM-X,LAB,MECHANICS OF MATERIALS,H963,890,1055,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,635
Winter,ENGR244,TN-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,636
Winter,ENGR244,V,LEC,MECHANICS OF MATERIALS,H407,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4315,TRUE,NOENG,655
Winter,ENGR244,V VA,TUT,MECHANICS OF MATERIALS,H565,885,995,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4315,TRUE,NOENG,660
Winter,ENGR244,V VB,TUT,MECHANICS OF MATERIALS,MBS1.435,915,1025,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4315,TRUE,NOENG,665
Winter,ENGR244,VI-X,LAB,MECHANICS OF MATERIALS,H963,705,870,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,669
Winter,ENGR244,VJ-X,LAB,MECHANICS OF MATERIALS,H963,705,870,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,670
Winter,ENGR244,VK-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,671
Winter,ENGR244,VL-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,672
Winter,ENGR244,VM-X,LAB,MECHANICS OF MATERIALS,H963,705,870,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,673
Winter,ENGR244,VN-X,LAB,MECHANICS OF MATERIALS,H963,705,870,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,674
Winter,ENGR244,X,LEC,MECHANICS OF MATERIALS,H407,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4316,TRUE,NOENG,697
Winter,ENGR244,X XA,TUT,MECHANICS OF MATERIALS,MB2.445,975,1085,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4316,TRUE,NOENG,701
Winter,ENGR244,X XB,TUT,MECHANICS OF MATERIALS,MB2.435,885,990,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,4316,TRUE,NOENG,705
Winter,ENGR244,XI-X,LAB,MECHANICS OF MATERIALS,H963,525,690,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,710
Winter,ENGR244,XJ-X,LAB,MECHANICS OF MATERIALS,H963,525,690,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,711
Winter,ENGR244,XL-X,LAB,MECHANICS OF MATERIALS,H963,525,690,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,712
Winter,ENGR244,XM-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,713
Winter,ENGR244,XN-X,LAB,MECHANICS OF MATERIALS,H963,885,1050,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,,TRUE,NOENG,714
Winter,ENGR245,T,LEC,MECHANICAL ANALYSIS,GNM100,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,ENGR213,ENCS 245,2025,FALSE,NOENG,614
Winter,ENGR245,T TA,TUT,MECHANICAL ANALYSIS,FGB055,720,770,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,ENGR213,ENCS 245,2025,FALSE,NOENG,618
Winter,ENGR245,T TB,TUT,MECHANICAL ANALYSIS,H423,720,770,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,ENCS 245,2025,FALSE,NOENG,624
Fall,ENGR251,F,LEC,THERMODYNAMICS I,FGC070,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,2026,FALSE,NOENG,222
Fall,ENGR251,F FA,TUT,THERMODYNAMICS I,MBS2.401,500,610,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,2026,FALSE,NOENG,226
Fall,ENGR251,F FB,TUT,THERMODYNAMICS I,MB5.275,500,610,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2026,FALSE,NOENG,230
Fall,ENGR251,M,LEC,THERMODYNAMICS I,H937,975,1050,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,2027,FALSE,NOENG,257
Fall,ENGR251,M MA,TUT,THERMODYNAMICS I,H401,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2027,FALSE,NOENG,259
Fall,ENGR251,M MB,TUT,THERMODYNAMICS I,H403,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2027,FALSE,NOENG,261
Fall,ENGR251,M MC,TUT,THERMODYNAMICS I,H423,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2027,FALSE,NOENG,263
Fall,ENGR251,M MD,TUT,THERMODYNAMICS I,H403,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2027,FALSE,NOENG,265
Fall,ENGR251,R,LEC,THERMODYNAMICS I,FGC080,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,2028,FALSE,NOENG,278
Fall,ENGR251,R RA,TUT,THERMODYNAMICS I,FGB030,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2028,FALSE,NOENG,281
Fall,ENGR251,R RB,TUT,THERMODYNAMICS I,FGB070,490,600,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2028,FALSE,NOENG,284
Fall,ENGR251,T,LEC,THERMODYNAMICS I,H535,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,2029,FALSE,NOENG,297
Fall,ENGR251,T TA,TUT,THERMODYNAMICS I,H435,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2029,FALSE,NOENG,301
Fall,ENGR251,T TB,TUT,THERMODYNAMICS I,H531,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2029,FALSE,NOENG,305
Winter,ENGR251,V,LEC,THERMODYNAMICS I,H531,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,,2030,FALSE,NOENG,653
Winter,ENGR251,V VA,TUT,THERMODYNAMICS I,MBS1.235,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2030,FALSE,NOENG,657
Winter,ENGR251,V VB,TUT,THERMODYNAMICS I,MBS1.401,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2030,FALSE,NOENG,662
Winter,ENGR251,W,LEC,THERMODYNAMICS I,MBS2.210,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,,2031,FALSE,NOENG,676
Winter,ENGR251,W WA,TUT,THERMODYNAMICS I,MB5.275,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2031,FALSE,NOENG,681
Winter,ENGR251,W WB,TUT,THERMODYNAMICS I,MBS1.115,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2031,FALSE,NOENG,685
Winter,ENGR251,XX,LEC,THERMODYNAMICS I,H531,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,2032,FALSE,NOENG,715
Winter,ENGR251,XXXE,TUT,THERMODYNAMICS I,MB5.265,930,1030,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2032,FALSE,NOENG,716
Winter,ENGR251,XXXF,TUT,THERMODYNAMICS I,MB5.275,930,1030,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,2032,FALSE,NOENG,717
Fall,ENGR290,F,LEC,INTRO. ENGR TEAM DESIGN PROJ,FGB060,975,1050,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR233, ENCS282",,,3911,FALSE,NOENG,220
Fall,ENGR290,F FA,TUT,INTRO. ENGR TEAM DESIGN PROJ,H613,1065,1175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR233, ENCS282",,,3911,FALSE,NOENG,223
Fall,ENGR290,F FB,TUT,INTRO. ENGR TEAM DESIGN PROJ,H540,855,965,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR233, ENCS282",,,3911,FALSE,NOENG,228
Winter,ENGR290,U,LEC,INTRO. ENGR TEAM DESIGN PROJ,H431,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"ENGR213, ENGR233, ENCS282",,,3912,FALSE,NOENG,637
Winter,ENGR290,U UA,TUT,INTRO. ENGR TEAM DESIGN PROJ,H562,705,815,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR233, ENCS282",,,3912,FALSE,NOENG,639
Winter,ENGR290,U UB,TUT,INTRO. ENGR TEAM DESIGN PROJ,H562,705,815,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, ENGR233, ENCS282",,,3912,FALSE,NOENG,641
Fall,ENGR301,FF,LEC,ENGR.MGMT.PRINCIP.+ECONOMICS,H407,1065,1215,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,ENGR 401,2036,FALSE,NOENG,235
Fall,ENGR301,FFFA,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV3.309,1065,1115,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2036,FALSE,NOENG,237
Fall,ENGR301,FFFB,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV3.309,1125,1175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2036,FALSE,NOENG,239
Fall,ENGR301,FFFC,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1065,1115,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2036,FALSE,NOENG,240
Fall,ENGR301,G,LEC,ENGR.MGMT.PRINCIP.+ECONOMICS,H407,975,1050,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2037,FALSE,NOENG,243
Fall,ENGR301,G GA,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1065,1115,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2037,FALSE,NOENG,245
Fall,ENGR301,G GB,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1125,1175,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2037,FALSE,NOENG,246
Fall,ENGR301,G GC,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV3.309,1065,1115,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2037,FALSE,NOENG,247
Fall,ENGR301,H,LEC,ENGR.MGMT.PRINCIP.+ECONOMICS,H415,975,1050,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2038,FALSE,NOENG,249
Fall,ENGR301,H HA,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV3.309,1065,1115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2038,FALSE,NOENG,250
Fall,ENGR301,H HB,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1125,1175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2038,FALSE,NOENG,251
Fall,ENGR301,H HC,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1065,1115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2038,FALSE,NOENG,252
Fall,ENGR301,II,LEC,ENGR.MGMT.PRINCIP.+ECONOMICS,H415,1065,1215,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,,ENGR 401,2039,FALSE,NOENG,253
Fall,ENGR301,IIIA,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV3.309,1065,1115,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,ENGR 401,2039,FALSE,NOENG,254
Fall,ENGR301,IIIB,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1125,1175,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,ENGR 401,2039,FALSE,NOENG,255
Fall,ENGR301,IIIC,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1065,1115,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,ENGR 401,2039,FALSE,NOENG,256
Winter,ENGR301,R,LEC,ENGR.MGMT.PRINCIP.+ECONOMICS,MBS2.330,975,1050,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2040,FALSE,NOENG,592
Winter,ENGR301,R RA,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1065,1115,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2040,FALSE,NOENG,594
Winter,ENGR301,R RB,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV3.309,1065,1115,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2040,FALSE,NOENG,596
Winter,ENGR301,R RC,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1125,1175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2040,FALSE,NOENG,598
Winter,ENGR301,R RD,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV3.309,1125,1175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2040,FALSE,NOENG,600
Winter,ENGR301,SS,LEC,ENGR.MGMT.PRINCIP.+ECONOMICS,H435,1080,1230,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2041,FALSE,NOENG,607
Winter,ENGR301,SSSA,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1065,1115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2041,FALSE,NOENG,609
Winter,ENGR301,SSSB,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV3.309,1065,1115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,ENGR 401,2041,FALSE,NOENG,610
Winter,ENGR301,SSSC,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,EV1.162,1125,1175,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,ENGR 401,2041,FALSE,NOENG,611
