term,name,section,component,title,startTime,endTime,monday,tuesday,wednesday,thursday,friday,online,preReq,coReq,association,labRequired,requireEngineer,id
Winter,ENGR244,TM-X,LAB,MECHANICS OF MATERIALS,890,1055,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,635
Winter,ENGR244,TN-X,LAB,MECHANICS OF MATERIALS,885,1050,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,636
Winter,ENGR290,U,LEC,INTRO. ENGR TEAM DESIGN PROJ,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"ENGR213, ENGR233, ENCS282",,,TRUE,,637
Winter,ENGR233,U,LEC,APPLIED ADVANCED CALCULUS,525,600,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,2001,TRUE,NOENG,638
Winter,ENGR290,U UA,TUT,INTRO. ENGR TEAM DESIGN PROJ,705,815,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR233, ENCS282",,,FALSE,,639
Winter,ENGR233,U UA,TUT,APPLIED ADVANCED CALCULUS,585,685,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2001,FALSE,NOENG,640
Winter,ENGR290,U UB,TUT,INTRO. ENGR TEAM DESIGN PROJ,705,815,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, ENGR233, ENCS282",,,FALSE,,641
Winter,ENGR233,U UB,TUT,APPLIED ADVANCED CALCULUS,795,895,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2001,FALSE,NOENG,642
Winter,ENGR233,U UC,TUT,APPLIED ADVANCED CALCULUS,585,685,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2001,FALSE,NOENG,643
Winter,ENGR391,UU,LEC,NUMERICAL METHODS IN ENGR,1065,1215,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,TRUE,,644
Winter,ENGR371,UU,LEC,PROBABILITY+STATISTICS/ENGR.,1065,1215,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233,,2054,TRUE,NOENG,645
Winter,ENGR391,UUUA,TUT,NUMERICAL METHODS IN ENGR,1230,1280,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,646
Winter,ENGR371,UUUA,TUT,PROBABILITY+STATISTICS/ENGR.,885,935,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233,,2054,FALSE,NOENG,647
Winter,ENGR391,UUUB,TUT,NUMERICAL METHODS IN ENGR,1230,1280,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,648
Winter,ENGR371,UUUB,TUT,PROBABILITY+STATISTICS/ENGR.,885,935,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ENGR213; ENGR233,,2054,FALSE,NOENG,649
Winter,ENGR391,UUUC,TUT,NUMERICAL METHODS IN ENGR,1230,1280,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,650
Winter,ENGR371,UUUC,TUT,PROBABILITY+STATISTICS/ENGR.,885,935,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,ENGR213; ENGR233,,2054,FALSE,NOENG,651
Winter,ENGR391,V,LEC,NUMERICAL METHODS IN ENGR,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,TRUE,,652
Winter,ENGR251,V,LEC,THERMODYNAMICS I,615,690,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,2030,TRUE,NOENG,653
Winter,ENGR243,V,LEC,DYNAMICS,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"ENGR213, ENGR242",,,TRUE,,654
Winter,ENGR244,V,LEC,MECHANICS OF MATERIALS,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,655
Winter,ENGR233,V,LEC,APPLIED ADVANCED CALCULUS,525,600,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,2002,TRUE,NOENG,656
Winter,ENGR251,V VA,TUT,THERMODYNAMICS I,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2030,FALSE,NOENG,657
Winter,ENGR391,V VA,TUT,NUMERICAL METHODS IN ENGR,705,755,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,658
Winter,ENGR243,V VA,TUT,DYNAMICS,885,985,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,659
Winter,ENGR244,V VA,TUT,MECHANICS OF MATERIALS,885,995,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,660
Winter,ENGR233,V VA,TUT,APPLIED ADVANCED CALCULUS,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2002,FALSE,NOENG,661
Winter,ENGR251,V VB,TUT,THERMODYNAMICS I,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2030,FALSE,NOENG,662
Winter,ENGR391,V VB,TUT,NUMERICAL METHODS IN ENGR,795,845,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,663
Winter,ENGR243,V VB,TUT,DYNAMICS,705,805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,664
Winter,ENGR244,V VB,TUT,MECHANICS OF MATERIALS,915,1025,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,665
Winter,ENGR233,V VB,TUT,APPLIED ADVANCED CALCULUS,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2002,FALSE,NOENG,666
Winter,ENGR391,V VC,TUT,NUMERICAL METHODS IN ENGR,705,755,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,667
Winter,ENGR233,V VC,TUT,APPLIED ADVANCED CALCULUS,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2002,FALSE,NOENG,668
Winter,ENGR244,VI-X,LAB,MECHANICS OF MATERIALS,705,870,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,669
Winter,ENGR244,VJ-X,LAB,MECHANICS OF MATERIALS,705,870,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,670
Winter,ENGR244,VK-X,LAB,MECHANICS OF MATERIALS,885,1050,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,671
Winter,ENGR244,VL-X,LAB,MECHANICS OF MATERIALS,885,1050,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,672
Winter,ENGR244,VM-X,LAB,MECHANICS OF MATERIALS,705,870,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,673
Winter,ENGR244,VN-X,LAB,MECHANICS OF MATERIALS,705,870,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,674
Winter,ENGR311,W,LEC,TRANSF.CALC+PART.DIFF.EQNS,525,600,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,ENGR233,,2046,TRUE,NOENG,675
Winter,ENGR251,W,LEC,THERMODYNAMICS I,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2031,TRUE,NOENG,676
Winter,ENGR243,W,LEC,DYNAMICS,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,TRUE,,677
Winter,ENGR371,W,LEC,PROBABILITY+STATISTICS/ENGR.,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,ENGR213; ENGR233,,2055,TRUE,NOENG,678
Winter,ENGR213,W,LEC,APP.ORDINARY DIFF.EQUATIONS,885,960,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,1095,TRUE,NOENG,679
Winter,ENGR311,W WA,TUT,TRANSF.CALC+PART.DIFF.EQNS,500,600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ENGR233,,2046,FALSE,NOENG,680
Winter,ENGR251,W WA,TUT,THERMODYNAMICS I,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2031,FALSE,NOENG,681
Winter,ENGR371,W WA,TUT,PROBABILITY+STATISTICS/ENGR.,525,575,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ENGR213; ENGR233,,2055,FALSE,NOENG,682
Winter,ENGR213,W WA,TUT,APP.ORDINARY DIFF.EQUATIONS,970,1070,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1095,FALSE,NOENG,683
Winter,ENGR311,W WB,TUT,TRANSF.CALC+PART.DIFF.EQNS,975,1075,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ENGR233,,2046,FALSE,NOENG,684
Winter,ENGR251,W WB,TUT,THERMODYNAMICS I,705,805,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2031,FALSE,NOENG,685
Winter,ENGR371,W WB,TUT,PROBABILITY+STATISTICS/ENGR.,525,575,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233,,2055,FALSE,NOENG,686
Winter,ENGR213,W WB,TUT,APP.ORDINARY DIFF.EQUATIONS,1080,1180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1095,FALSE,NOENG,687
Winter,ENGR371,W WC,TUT,PROBABILITY+STATISTICS/ENGR.,525,575,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233,,2055,FALSE,NOENG,688
Winter,ENGR243,W WE,TUT,DYNAMICS,500,600,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,689
Winter,ENGR243,W WF,TUT,DYNAMICS,605,705,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,690
Winter,ENGR243,W WG,TUT,DYNAMICS,500,600,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,691
Winter,ENGR242,WW,LEC,STATICS,1065,1215,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,2011,TRUE,NOENG,692
Winter,ENGR242,WWWA,TUT,STATICS,1230,1330,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,2011,FALSE,NOENG,693
Winter,ENGR242,WWWB,TUT,STATICS,1230,1330,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,2011,FALSE,NOENG,694
Winter,ENGR391,X,LEC,NUMERICAL METHODS IN ENGR,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,TRUE,,695
Winter,ENGR243,X,LEC,DYNAMICS,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,TRUE,,696
Winter,ENGR244,X,LEC,MECHANICS OF MATERIALS,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,697
Winter,ENGR233,X,LEC,APPLIED ADVANCED CALCULUS,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2003,TRUE,NOENG,698
Winter,ENGR391,X XA,TUT,NUMERICAL METHODS IN ENGR,795,845,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,699
Winter,ENGR243,X XA,TUT,DYNAMICS,705,805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,700
Winter,ENGR244,X XA,TUT,MECHANICS OF MATERIALS,975,1085,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,701
Winter,ENGR233,X XA,TUT,APPLIED ADVANCED CALCULUS,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2003,FALSE,NOENG,702
Winter,ENGR391,X XB,TUT,NUMERICAL METHODS IN ENGR,915,965,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,703
Winter,ENGR243,X XB,TUT,DYNAMICS,885,985,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,704
Winter,ENGR244,X XB,TUT,MECHANICS OF MATERIALS,885,990,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,705
Winter,ENGR233,X XB,TUT,APPLIED ADVANCED CALCULUS,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2003,FALSE,NOENG,706
Winter,ENGR243,X XC,TUT,DYNAMICS,705,805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,707
Winter,ENGR233,X XC,TUT,APPLIED ADVANCED CALCULUS,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2003,FALSE,NOENG,708
Winter,ENGR391,X XD,TUT,NUMERICAL METHODS IN ENGR,990,1040,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)",,,FALSE,,709
Winter,ENGR244,XI-X,LAB,MECHANICS OF MATERIALS,525,690,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,710
Winter,ENGR244,XJ-X,LAB,MECHANICS OF MATERIALS,525,690,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,711
Winter,ENGR244,XL-X,LAB,MECHANICS OF MATERIALS,525,690,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,712
Winter,ENGR244,XM-X,LAB,MECHANICS OF MATERIALS,885,1050,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,713
Winter,ENGR244,XN-X,LAB,MECHANICS OF MATERIALS,885,1050,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,714
Winter,ENGR251,XX,LEC,THERMODYNAMICS I,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2032,TRUE,NOENG,715
Winter,ENGR251,XXXE,TUT,THERMODYNAMICS I,930,1030,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2032,FALSE,NOENG,716
Winter,ENGR251,XXXF,TUT,THERMODYNAMICS I,930,1030,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,2032,FALSE,NOENG,717
Winter,SOEN228,A-X,LAB,SYSTEM HARDWARE,600,720,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,NOENG,718
Winter,SOEN228,B-X,LAB,SYSTEM HARDWARE,600,720,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,NOENG,719
Winter,SOEN228,C-X,LAB,SYSTEM HARDWARE,600,720,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,NOENG,720
Winter,SOEN228,D-X,LAB,SYSTEM HARDWARE,600,720,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,TRUE,NOENG,721
Winter,SOEN228,E-X,LAB,SYSTEM HARDWARE,600,720,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,NOENG,722
Winter,SOEN228,F-X,LAB,SYSTEM HARDWARE,600,720,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,NOENG,723
Winter,SOEN228,G-X,LAB,SYSTEM HARDWARE,600,720,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,TRUE,NOENG,724
Winter,SOEN228,H-X,LAB,SYSTEM HARDWARE,600,720,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,TRUE,NOENG,725
Winter,SOEN228,I-X,LAB,SYSTEM HARDWARE,600,720,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,TRUE,NOENG,726
Winter,SOEN228,J-X,LAB,SYSTEM HARDWARE,600,720,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,,TRUE,NOENG,727
Winter,SOEN487,NN,LEC,WEB SERVICES & APPLICATIONS,1065,1215,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,SOEN387,4812,TRUE,NOENG,728
Winter,SOEN487,NNNA,TUT,WEB SERVICES & APPLICATIONS,975,1025,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,SOEN387,4812,FALSE,NOENG,729
Winter,SOEN487,NNNB,TUT,WEB SERVICES & APPLICATIONS,975,1025,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,SOEN387,4812,FALSE,NOENG,730
Winter,SOEN287,S,LEC,WEB PROGRAMMING,525,600,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,COMP248,,,TRUE,,731
Winter,SOEN341,S,LEC,SOFTWARE PROCESS,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"(COMP 352, COEN 352)",ENCS 282,,TRUE,,732
Winter,SOEN345,S,LEC,"S.W. TESTING, VERIF & QA",885,960,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,SOEN343,,TRUE,,733
Winter,SOEN357,S,LEC,USER INTERFACE DESIGN,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,SOEN342,,3200,TRUE,NOENG,734
Winter,SOEN344,S,LEC,S.W. ARCHITECURE & DESIGN II,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,SOEN343,,3115,TRUE,Y,735
Winter,SOEN385,S,LEC,CONTROL SYSTEMS+APPLICATIONS,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR233",,,TRUE,,736
Winter,SOEN341,S SA,TUT,SOFTWARE PROCESS,735,785,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(COMP 352, COEN 352)",ENCS 282,,FALSE,,737
Winter,SOEN390,S SA,TUT,SOFTWARE ENGR. TEAM PROJECT,1095,1145,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SOEN344, SOEN357",,FALSE,,738
Winter,SOEN357,S SA,TUT,USER INTERFACE DESIGN,705,755,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,SOEN342,,3200,FALSE,NOENG,739
Winter,SOEN385,S SA,TUT,CONTROL SYSTEMS+APPLICATIONS,645,695,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR233",,,FALSE,,740
Winter,SOEN287,S SA,TUT,WEB PROGRAMMING,615,715,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,COMP248,,,FALSE,,741
Winter,SOEN345,S SA,TUT,"S.W. TESTING, VERIF & QA",975,1025,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,SOEN343,,FALSE,,742
Winter,SOEN344,S SA,TUT,S.W. ARCHITECURE & DESIGN II,885,935,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SOEN343,,3115,FALSE,Y,743
Winter,SOEN390,S SB,TUT,SOFTWARE ENGR. TEAM PROJECT,1095,1145,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SOEN344, SOEN357",,FALSE,,744
Winter,SOEN341,S SB,TUT,SOFTWARE PROCESS,795,845,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(COMP 352, COEN 352)",ENCS 282,,FALSE,,745
Winter,SOEN344,S SB,TUT,S.W. ARCHITECURE & DESIGN II,885,935,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SOEN343,,3115,FALSE,Y,746
Winter,SOEN287,S SB,TUT,WEB PROGRAMMING,615,715,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COMP248,,,FALSE,,747
Winter,SOEN357,S SB,TUT,USER INTERFACE DESIGN,705,755,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SOEN342,,3200,FALSE,NOENG,748
Winter,SOEN385,S SB,TUT,CONTROL SYSTEMS+APPLICATIONS,645,695,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR233",,,FALSE,,749
Winter,SOEN345,S SB,TUT,"S.W. TESTING, VERIF & QA",1065,1115,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,SOEN343,,FALSE,,750
Winter,SOEN385,S SC,TUT,CONTROL SYSTEMS+APPLICATIONS,645,695,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, ENGR233",,,FALSE,,751
Winter,SOEN345,S SC,TUT,"S.W. TESTING, VERIF & QA",525,575,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,SOEN343,,FALSE,,752
Winter,SOEN287,S SC,TUT,WEB PROGRAMMING,615,715,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,COMP248,,,FALSE,,753
Winter,SOEN344,S SC,TUT,S.W. ARCHITECURE & DESIGN II,885,935,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SOEN343,,3115,FALSE,Y,754
Winter,SOEN390,S SC,TUT,SOFTWARE ENGR. TEAM PROJECT,1155,1205,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SOEN344, SOEN357",,FALSE,,755
Winter,SOEN357,S SC,TUT,USER INTERFACE DESIGN,705,755,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,SOEN342,,3200,FALSE,NOENG,756
Winter,SOEN385,S SD,TUT,CONTROL SYSTEMS+APPLICATIONS,645,695,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR233",,,FALSE,,757
Winter,SOEN390,S SD,TUT,SOFTWARE ENGR. TEAM PROJECT,1155,1205,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SOEN344, SOEN357",,FALSE,,758
Winter,SOEN287,S SD,TUT,WEB PROGRAMMING,510,610,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,COMP248,,,FALSE,,759
Winter,SOEN344,S SD,TUT,S.W. ARCHITECURE & DESIGN II,885,935,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,SOEN343,,3115,FALSE,Y,760
Winter,SOEN357,S SD,TUT,USER INTERFACE DESIGN,705,755,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,SOEN342,,3200,FALSE,NOENG,761
Winter,SOEN390,S SE,TUT,SOFTWARE ENGR. TEAM PROJECT,1095,1145,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SOEN344, SOEN357",,FALSE,,762
Winter,SOEN390,S SF,TUT,SOFTWARE ENGR. TEAM PROJECT,1155,1205,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,"SOEN344, SOEN357",,FALSE,,763
Winter,SOEN390,SJ-X,LAB,SOFTWARE ENGR. TEAM PROJECT,1125,1285,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"SOEN344, SOEN357",,TRUE,,764
Winter,SOEN390,SN-X,LAB,SOFTWARE ENGR. TEAM PROJECT,900,1060,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,"SOEN344, SOEN357",,TRUE,,765
Winter,SOEN228,SS,LEC,SYSTEM HARDWARE,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2067,TRUE,NOENG,766
Winter,SOEN228,SSSA,TUT,SYSTEM HARDWARE,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2067,FALSE,NOENG,767
Winter,SOEN228,SSSB,TUT,SYSTEM HARDWARE,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2067,FALSE,NOENG,768
Winter,SOEN321,U,LEC,INFORMATION SYSTEMS SECURITY,885,1050,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,COMP346,,3002,TRUE,N,769
Winter,SOEN287,U,LEC,WEB PROGRAMMING,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,COMP248,,,TRUE,,770
Winter,SOEN341,U,LEC,SOFTWARE PROCESS,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"(COMP 352, COEN 352)",ENCS 282,,TRUE,,771
Winter,SOEN228,U,LEC,SYSTEM HARDWARE,885,960,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,2068,TRUE,NOENG,772
Winter,SOEN321,U UA,TUT,INFORMATION SYSTEMS SECURITY,705,755,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,COMP346,,3002,FALSE,N,773
Winter,SOEN228,U UA,TUT,SYSTEM HARDWARE,975,1075,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,2068,FALSE,NOENG,774
Winter,SOEN341,U UA,TUT,SOFTWARE PROCESS,735,785,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(COMP 352, COEN 352)",ENCS 282,,FALSE,,775
Winter,SOEN287,U UA,TUT,WEB PROGRAMMING,975,1075,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,COMP248,,,FALSE,,776
Winter,SOEN321,U UB,TUT,INFORMATION SYSTEMS SECURITY,705,755,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,COMP346,,3002,FALSE,N,777
Winter,SOEN287,U UB,TUT,WEB PROGRAMMING,975,1075,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,COMP248,,,FALSE,,778
Winter,SOEN228,U UB,TUT,SYSTEM HARDWARE,975,1075,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,2068,FALSE,NOENG,779
Winter,SOEN341,U UB,TUT,SOFTWARE PROCESS,795,845,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(COMP 352, COEN 352)",ENCS 282,,FALSE,,780
Winter,SOEN321,U UC,TUT,INFORMATION SYSTEMS SECURITY,705,755,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,COMP346,,3002,FALSE,N,781
Winter,SOEN287,U UC,TUT,WEB PROGRAMMING,1080,1180,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,COMP248,,,FALSE,,782
Winter,SOEN228,U UC,TUT,SYSTEM HARDWARE,975,1075,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,2068,FALSE,NOENG,783
