term,name,section,component,title,startTime,endTime,monday,tuesday,wednesday,thursday,friday,online,preReq,coReq,association,labRequired,requireEngineer,id
Winter,COMP353,X XB,TUT,DATABASES,975,1025,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(COMP352, COEN352)",,3516,TRUE,NOENG,489
Winter,COMP352,X XC,TUT,DATA STRUCTURES + ALGORITHMS,1065,1115,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,COMP 249,COMP 232,1053,FALSE,NOENG,490
Winter,COMP353,Y,LEC,DATABASES,795,870,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"(COMP352, COEN352)",,3517,TRUE,NOENG,491
Winter,COMP353,Y YA,TUT,DATABASES,975,1025,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(COMP352, COEN352)",,3517,TRUE,NOENG,492
Winter,COMP353,Y YB,TUT,DATABASES,975,1025,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(COMP352, COEN352)",,3517,TRUE,NOENG,493
Winter,COMP353,YI-Y,LAB,DATABASES,1035,1145,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"(COMP352, COEN352)",,,TRUE,NOENG,494
Winter,COMP353,YJ-Y,LAB,DATABASES,1035,1145,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(COMP352, COEN352)",,,TRUE,NOENG,495
Winter,COMP353,YK-Y,LAB,DATABASES,1155,1265,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(COMP352, COEN352)",,,TRUE,NOENG,496
Winter,COMP346,YY,LEC,OPERATING SYSTEMS,1065,1215,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(COMP 228, SOEN 228), COMP 352.",,7334,TRUE,N,497
Winter,COMP346,YYYA,TUT,OPERATING SYSTEMS,1230,1280,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(COMP 228, SOEN 228), COMP 352.",,7334,TRUE,N,498
Winter,COMP346,YYYB,TUT,OPERATING SYSTEMS,795,845,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(COMP 228, SOEN 228), COMP 352.",,7334,TRUE,N,499
Winter,ELEC275,JJ,LEC,PRINCIPLES OF ELEC. ENGG.,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,ENGR213,1066,TRUE,NOENG,500
Winter,ELEC275,JJJA,TUT,PRINCIPLES OF ELEC. ENGG.,585,685,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,ENGR213,1066,FALSE,NOENG,501
Winter,ELEC275,JJJB,TUT,PRINCIPLES OF ELEC. ENGG.,705,805,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,1066,FALSE,NOENG,502
Winter,ELEC275,JK-X,LAB,PRINCIPLES OF ELEC. ENGG.,1065,1230,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,TRUE,NOENG,503
Winter,ELEC275,JL-X,LAB,PRINCIPLES OF ELEC. ENGG.,1065,1230,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,,TRUE,NOENG,504
Winter,ELEC275,JM-X,LAB,PRINCIPLES OF ELEC. ENGG.,705,870,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,ENGR213,,TRUE,NOENG,505
Winter,ELEC275,JN-X,LAB,PRINCIPLES OF ELEC. ENGG.,705,870,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,ENGR213,,TRUE,NOENG,506
Winter,ELEC275,SI-X,LAB,PRINCIPLES OF ELEC. ENGG.,525,690,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,TRUE,NOENG,507
Winter,ELEC275,SJ-X,LAB,PRINCIPLES OF ELEC. ENGG.,525,690,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,TRUE,NOENG,508
Winter,ELEC275,SK-X,LAB,PRINCIPLES OF ELEC. ENGG.,1065,1230,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,TRUE,NOENG,509
Winter,ELEC275,SL-X,LAB,PRINCIPLES OF ELEC. ENGG.,1065,1230,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,,TRUE,NOENG,510
Winter,ELEC275,SS,LEC,PRINCIPLES OF ELEC. ENGG.,1065,1215,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,1067,TRUE,NOENG,511
Winter,ELEC275,SSSA,TUT,PRINCIPLES OF ELEC. ENGG.,525,635,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,ENGR213,1067,FALSE,NOENG,512
Winter,ELEC275,SSSB,TUT,PRINCIPLES OF ELEC. ENGG.,525,635,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,ENGR213,1067,FALSE,NOENG,513
Winter,ENCS282,EE,LEC,TECH. WRITING + COMMUNIC N.,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,5578,TRUE,,514
Winter,ENCS282,EEEN,TUT,TECH. WRITING + COMMUNIC N.,975,1075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,5578,FALSE,,515
Winter,ENCS282,EEEO,TUT,TECH. WRITING + COMMUNIC N.,975,1075,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"(ENCS272, EWT)",,5578,FALSE,,516
Winter,ENCS282,EEEP,TUT,TECH. WRITING + COMMUNIC N.,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,5578,FALSE,,517
Winter,ENCS282,EEEQ,TUT,TECH. WRITING + COMMUNIC N.,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,5578,FALSE,,518
Winter,ENCS272,II,LEC,COMP.& ARGUMENTATION FOR ENG,1065,1215,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1071,TRUE,NOENG,519
Winter,ENCS272,IIIE,TUT,COMP.& ARGUMENTATION FOR ENG,975,1025,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1071,FALSE,NOENG,520
Winter,ENCS272,IIIF,TUT,COMP.& ARGUMENTATION FOR ENG,975,1025,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1071,FALSE,NOENG,521
Winter,ENCS272,IIIG,TUT,COMP.& ARGUMENTATION FOR ENG,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1071,FALSE,NOENG,522
Winter,ENCS393,WW,LEC,SOC/ETH DIM INFO/COMM TECH,1065,1215,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,ENCS282,,,TRUE,NOENG,523
Winter,ENCS282,WW,LEC,TECH. WRITING + COMMUNIC N.,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,5579,TRUE,,524
Winter,ENCS282,WWWA,TUT,TECH. WRITING + COMMUNIC N.,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,5579,FALSE,,525
Winter,ENCS282,WWWB,TUT,TECH. WRITING + COMMUNIC N.,1075,1175,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,5579,FALSE,,526
Winter,ENCS282,WWWC,TUT,TECH. WRITING + COMMUNIC N.,1075,1175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"(ENCS272, EWT)",,5579,FALSE,,527
Winter,ENCS282,WWWD,TUT,TECH. WRITING + COMMUNIC N.,1230,1330,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,5579,FALSE,,528
Winter,ENCS282,Y,LEC,TECH. WRITING + COMMUNIC N.,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"(ENCS272, EWT)",,5580,TRUE,,529
Winter,ENCS282,Y YA,TUT,TECH. WRITING + COMMUNIC N.,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,5580,FALSE,,530
Winter,ENCS282,Y YB,TUT,TECH. WRITING + COMMUNIC N.,975,1075,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,5580,FALSE,,531
Winter,ENCS282,Y YC,TUT,TECH. WRITING + COMMUNIC N.,975,1075,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"(ENCS272, EWT)",,5580,FALSE,,532
Winter,ENCS282,Y YD,TUT,TECH. WRITING + COMMUNIC N.,975,1075,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"(ENCS272, EWT)",,5580,FALSE,,533
Winter,ENGR361,BL,LEC,FLUID MECHANICS I,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,ENGR213; ENGR233; ENGR 251,,2049,TRUE,NOENG,534
Winter,ENGR201,BL,LEC,PROFESS L. PRACTICE+RESPONS.,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,,1081,TRUE,NOENG,535
Winter,ENGR361,BL A,TUT,FLUID MECHANICS I,915,965,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233; ENGR 251,,2049,FALSE,NOENG,536
Winter,ENGR201,BL A,TUT,PROFESS L. PRACTICE+RESPONS.,525,575,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1081,FALSE,NOENG,537
Winter,ENGR361,BL B,TUT,FLUID MECHANICS I,975,1025,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233; ENGR 251,,2049,FALSE,NOENG,538
Winter,ENGR201,BL B,TUT,PROFESS L. PRACTICE+RESPONS.,525,575,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1081,FALSE,NOENG,539
Winter,ENGR201,BL C,TUT,PROFESS L. PRACTICE+RESPONS.,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1081,FALSE,NOENG,540
Winter,ENGR361,BL C,TUT,FLUID MECHANICS I,915,965,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233; ENGR 251,,2049,FALSE,NOENG,541
Winter,ENGR361,BL D,TUT,FLUID MECHANICS I,975,1025,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233; ENGR 251,,2049,FALSE,NOENG,542
Winter,ENGR201,BL D,TUT,PROFESS L. PRACTICE+RESPONS.,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1081,FALSE,NOENG,543
Winter,ENGR201,BL E,TUT,PROFESS L. PRACTICE+RESPONS.,525,575,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1081,FALSE,NOENG,544
Winter,ENGR201,BL F,TUT,PROFESS L. PRACTICE+RESPONS.,525,575,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1081,FALSE,NOENG,545
Winter,ENGR201,BL G,TUT,PROFESS L. PRACTICE+RESPONS.,975,1025,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,1081,FALSE,NOENG,546
Winter,ENGR201,BL H,TUT,PROFESS L. PRACTICE+RESPONS.,975,1025,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,1081,FALSE,NOENG,547
Winter,ENGR201,BL I,TUT,PROFESS L. PRACTICE+RESPONS.,975,1025,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,1081,FALSE,NOENG,548
Winter,ENGR201,BL J,TUT,PROFESS L. PRACTICE+RESPONS.,975,1025,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,1081,FALSE,NOENG,549
Winter,ENGR213,F,LEC,APP.ORDINARY DIFF.EQUATIONS,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,1092,TRUE,NOENG,550
Winter,ENGR213,F FA,TUT,APP.ORDINARY DIFF.EQUATIONS,1080,1180,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1092,FALSE,NOENG,551
Winter,ENGR213,F FB,TUT,APP.ORDINARY DIFF.EQUATIONS,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1092,FALSE,NOENG,552
Winter,ENGR213,G,LEC,APP.ORDINARY DIFF.EQUATIONS,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,1093,TRUE,NOENG,553
Winter,ENGR213,G GA,TUT,APP.ORDINARY DIFF.EQUATIONS,970,1070,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1093,FALSE,NOENG,554
Winter,ENGR213,G GB,TUT,APP.ORDINARY DIFF.EQUATIONS,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1093,FALSE,NOENG,555
Winter,ENGR213,G GC,TUT,APP.ORDINARY DIFF.EQUATIONS,970,1070,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1093,FALSE,NOENG,556
Winter,ENGR213,G GD,TUT,APP.ORDINARY DIFF.EQUATIONS,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1093,FALSE,NOENG,557
Winter,ENGR244,HH,LEC,MECHANICS OF MATERIALS,1065,1215,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,558
Winter,ENGR244,HHHA,TUT,MECHANICS OF MATERIALS,1065,1175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,559
Winter,ENGR244,HHHB,TUT,MECHANICS OF MATERIALS,1065,1175,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,560
Winter,ENGR244,HI-X,LAB,MECHANICS OF MATERIALS,1065,1230,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,561
Winter,ENGR244,HJ-X,LAB,MECHANICS OF MATERIALS,1065,1230,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,562
Winter,ENGR244,HK-X,LAB,MECHANICS OF MATERIALS,885,1050,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,563
Winter,ENGR244,HL-X,LAB,MECHANICS OF MATERIALS,885,1050,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,564
Winter,ENGR244,HM-X,LAB,MECHANICS OF MATERIALS,1065,1230,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,565
Winter,ENGR244,HN-X,LAB,MECHANICS OF MATERIALS,1065,1230,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,566
Winter,ENGR233,J,LEC,APPLIED ADVANCED CALCULUS,975,1050,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1097,TRUE,NOENG,567
Winter,ENGR242,J,LEC,STATICS,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,ENGR213,2009,TRUE,NOENG,568
Winter,ENGR213,J,LEC,APP.ORDINARY DIFF.EQUATIONS,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,1094,TRUE,NOENG,569
Winter,ENGR242,J JA,TUT,STATICS,825,925,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,2009,FALSE,NOENG,570
Winter,ENGR233,J JA,TUT,APPLIED ADVANCED CALCULUS,1065,1165,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1097,FALSE,NOENG,571
Winter,ENGR213,J JA,TUT,APP.ORDINARY DIFF.EQUATIONS,945,1045,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1094,FALSE,NOENG,572
Winter,ENGR242,J JB,TUT,STATICS,825,925,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,2009,FALSE,NOENG,573
Winter,ENGR233,J JB,TUT,APPLIED ADVANCED CALCULUS,1180,1280,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1097,FALSE,NOENG,574
Winter,ENGR213,J JB,TUT,APP.ORDINARY DIFF.EQUATIONS,945,1045,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1094,FALSE,NOENG,575
Winter,ENGR233,J JC,TUT,APPLIED ADVANCED CALCULUS,795,905,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1097,FALSE,NOENG,576
Winter,ENGR242,L,LEC,STATICS,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,ENGR213,2010,TRUE,NOENG,577
Winter,ENGR242,L LA,TUT,STATICS,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,2010,FALSE,NOENG,578
Winter,ENGR242,L LB,TUT,STATICS,1065,1165,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,ENGR213,2010,FALSE,NOENG,579
Winter,ENGR244,M,LEC,MECHANICS OF MATERIALS,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,580
Winter,ENGR244,M MA,TUT,MECHANICS OF MATERIALS,795,905,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,581
Winter,ENGR244,M MB,TUT,MECHANICS OF MATERIALS,795,905,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,582
Winter,ENGR244,MI-X,LAB,MECHANICS OF MATERIALS,525,690,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,583
Winter,ENGR244,MJ-X,LAB,MECHANICS OF MATERIALS,525,690,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,584
Winter,ENGR244,MK-X,LAB,MECHANICS OF MATERIALS,525,690,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,585
Winter,ENGR244,ML-X,LAB,MECHANICS OF MATERIALS,525,690,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,586
Winter,ENGR244,MM-X,LAB,MECHANICS OF MATERIALS,1065,1230,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,587
Winter,ENGR244,MN-X,LAB,MECHANICS OF MATERIALS,1065,1230,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,588
Winter,ENGR392,P,LEC,IMPACT/TECHNOLOGY ON SOCIETY,525,690,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENCS282, ENGR202, ENGR201",,,TRUE,,589
Winter,ENGR392,Q,LEC,IMPACT/TECHNOLOGY ON SOCIETY,885,1050,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"ENCS282, ENGR202, ENGR201",,,TRUE,,590
Winter,ENGR202,R,LEC,SUSTAIN.DEV.+ENVIRO.STEWART.,975,1050,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,TRUE,NOENG,591
Winter,ENGR301,R,LEC,ENGR.MGMT.PRINCIP.+ECONOMICS,975,1050,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,2040,TRUE,NOENG,592
Winter,ENGR233,R,LEC,APPLIED ADVANCED CALCULUS,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,,1098,TRUE,NOENG,593
Winter,ENGR301,R RA,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,1065,1115,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2040,FALSE,NOENG,594
Winter,ENGR233,R RA,TUT,APPLIED ADVANCED CALCULUS,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1098,FALSE,NOENG,595
Winter,ENGR301,R RB,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,1065,1115,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2040,FALSE,NOENG,596
Winter,ENGR233,R RB,TUT,APPLIED ADVANCED CALCULUS,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1098,FALSE,NOENG,597
Winter,ENGR301,R RC,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,1125,1175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2040,FALSE,NOENG,598
Winter,ENGR233,R RC,TUT,APPLIED ADVANCED CALCULUS,855,955,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,,,1098,FALSE,NOENG,599
Winter,ENGR301,R RD,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,1125,1175,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2040,FALSE,NOENG,600
Winter,ENGR392,RR,LEC,IMPACT/TECHNOLOGY ON SOCIETY,1065,1215,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENCS282, ENGR202, ENGR201",,,TRUE,,601
Winter,ENGR233,S,LEC,APPLIED ADVANCED CALCULUS,525,600,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,1099,TRUE,NOENG,602
Winter,ENGR392,S,LEC,IMPACT/TECHNOLOGY ON SOCIETY,885,1050,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENCS282, ENGR202, ENGR201",,,TRUE,,603
Winter,ENGR233,S SA,TUT,APPLIED ADVANCED CALCULUS,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1099,FALSE,NOENG,604
Winter,ENGR233,S SB,TUT,APPLIED ADVANCED CALCULUS,795,895,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,1099,FALSE,NOENG,605
Winter,ENGR233,S SC,TUT,APPLIED ADVANCED CALCULUS,500,600,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,1099,FALSE,NOENG,606
Winter,ENGR301,SS,LEC,ENGR.MGMT.PRINCIP.+ECONOMICS,1080,1230,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,2041,TRUE,NOENG,607
Winter,ENGR202,SS,LEC,SUSTAIN.DEV.+ENVIRO.STEWART.,1065,1140,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,TRUE,NOENG,608
Winter,ENGR301,SSSA,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,1065,1115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2041,FALSE,NOENG,609
Winter,ENGR301,SSSB,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,1065,1115,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2041,FALSE,NOENG,610
Winter,ENGR301,SSSC,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,1125,1175,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2041,FALSE,NOENG,611
Winter,ENGR301,SSSD,TUT,ENGR.MGMT.PRINCIP.+ECONOMICS,1125,1175,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,2041,FALSE,NOENG,612
Winter,ENGR243,T,LEC,DYNAMICS,705,780,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, ENGR242",,,TRUE,,613
Winter,ENGR245,T,LEC,MECHANICAL ANALYSIS,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,,ENGR213,2025,TRUE,NOENG,614
Winter,ENGR371,T,LEC,PROBABILITY+STATISTICS/ENGR.,885,960,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,ENGR213; ENGR233,,2053,TRUE,NOENG,615
Winter,ENGR244,T,LEC,MECHANICS OF MATERIALS,795,870,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,616
Winter,ENGR233,T,LEC,APPLIED ADVANCED CALCULUS,615,690,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,,,2000,TRUE,NOENG,617
Winter,ENGR245,T TA,TUT,MECHANICAL ANALYSIS,720,770,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,ENGR213,2025,FALSE,NOENG,618
Winter,ENGR371,T TA,TUT,PROBABILITY+STATISTICS/ENGR.,615,665,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233,,2053,FALSE,NOENG,619
Winter,ENGR243,T TA,TUT,DYNAMICS,705,805,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,620
Winter,ENGR244,T TA,TUT,MECHANICS OF MATERIALS,885,995,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,621
Winter,ENGR233,T TA,TUT,APPLIED ADVANCED CALCULUS,585,685,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2000,FALSE,NOENG,622
Winter,ENGR371,T TB,TUT,PROBABILITY+STATISTICS/ENGR.,615,665,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233,,2053,FALSE,NOENG,623
Winter,ENGR245,T TB,TUT,MECHANICAL ANALYSIS,720,770,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,ENGR213,2025,FALSE,NOENG,624
Winter,ENGR243,T TB,TUT,DYNAMICS,605,705,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,625
Winter,ENGR244,T TB,TUT,MECHANICS OF MATERIALS,975,1085,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,FALSE,,626
Winter,ENGR233,T TB,TUT,APPLIED ADVANCED CALCULUS,585,685,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2000,FALSE,NOENG,627
Winter,ENGR371,T TC,TUT,PROBABILITY+STATISTICS/ENGR.,615,665,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,ENGR213; ENGR233,,2053,FALSE,NOENG,628
Winter,ENGR243,T TC,TUT,DYNAMICS,705,805,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"ENGR213, ENGR242",,,FALSE,,629
Winter,ENGR233,T TC,TUT,APPLIED ADVANCED CALCULUS,585,685,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,2000,FALSE,NOENG,630
Winter,ENGR244,TI-X,LAB,MECHANICS OF MATERIALS,885,1050,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,631
Winter,ENGR244,TJ-X,LAB,MECHANICS OF MATERIALS,885,1050,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,632
Winter,ENGR244,TK-X,LAB,MECHANICS OF MATERIALS,525,690,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,633
Winter,ENGR244,TL-X,LAB,MECHANICS OF MATERIALS,525,690,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,"ENGR213, (ENGR 242, ENGR 245)",ENGR 233,,TRUE,,634
