term	subject	courseNumber	section	component	name	location	startTime	endTime	monday	tuesday	wednesday	thursday	friday	online	enrollmentCap	preReq	coReq	equivalent	association	requireEngineer
Winter	ENGR	371	T	LEC	PROBABILITY+STATISTICS/ENGR.	FGC070	14.45.00	16.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	136	ENGR213; ENGR233			2053	NOENG
Winter	ENGR	244	T	LEC	MECHANICS OF MATERIALS	H531	13.15.00	14.30.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	110	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2022	NOENG
Winter	ENGR	233	T	LEC	APPLIED ADVANCED CALCULUS	H435	10.15.00	11.30.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	135				2000	NOENG
Winter	ENGR	245	T TA	TUT	MECHANICAL ANALYSIS	FGB055	12.00.00	12.50.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	50		ENGR213	ENCS 245	2025	NOENG
Winter	ENGR	371	T TA	TUT	PROBABILITY+STATISTICS/ENGR.	H611	10.15.00	11.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	46	ENGR213; ENGR233			2053	NOENG
Winter	ENGR	243	T TA	TUT	DYNAMICS	H631	11.45.00	13.25.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	50	"ENGR213, ENGR242"			2014	NOENG
Winter	ENGR	244	T TA	TUT	MECHANICS OF MATERIALS	MB5.255	14.45.00	16.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2022	NOENG
Winter	ENGR	233	T TA	TUT	APPLIED ADVANCED CALCULUS	H459	09.45.00	11.25.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	45				2000	NOENG
Winter	ENGR	371	T TB	TUT	PROBABILITY+STATISTICS/ENGR.	H613	10.15.00	11.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45	ENGR213; ENGR233			2053	NOENG
Winter	ENGR	245	T TB	TUT	MECHANICAL ANALYSIS	H423	12.00.00	12.50.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50		ENGR213	ENCS 245	2025	NOENG
Winter	ENGR	243	T TB	TUT	DYNAMICS	H401	10.05.00	11.45.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	50	"ENGR213, ENGR242"			2014	NOENG
Winter	ENGR	244	T TB	TUT	MECHANICS OF MATERIALS	MB3.435	16.15.00	18.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2022	NOENG
Winter	ENGR	233	T TB	TUT	APPLIED ADVANCED CALCULUS	H619	09.45.00	11.25.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	45				2000	NOENG
Winter	ENGR	371	T TC	TUT	PROBABILITY+STATISTICS/ENGR.	H609	10.15.00	11.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45	ENGR213; ENGR233			2053	NOENG
Winter	ENGR	243	T TC	TUT	DYNAMICS	H629	11.45.00	13.25.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	50	"ENGR213, ENGR242"			2014	NOENG
Winter	ENGR	233	T TC	TUT	APPLIED ADVANCED CALCULUS	H429	09.45.00	11.25.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	45				2000	NOENG
Winter	ENGR	244	TI-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	TJ-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	TK-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	TL-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	TM-X	LAB	MECHANICS OF MATERIALS	H963	14.50.00	17.35.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	TN-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	290	U	LEC	INTRO. ENGR TEAM DESIGN PROJ	H431	10.15.00	11.30.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	70	"ENGR213, ENGR233, ENCS282"		ELEC 370	2035	NOENG
Winter	ENGR	233	U	LEC	APPLIED ADVANCED CALCULUS	H435	08.45.00	10.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	135				2001	NOENG
Winter	ENGR	290	U UA	TUT	INTRO. ENGR TEAM DESIGN PROJ	H562	11.45.00	13.35.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	35	"ENGR213, ENGR233, ENCS282"		ELEC 370	2035	NOENG
Winter	ENGR	233	U UA	TUT	APPLIED ADVANCED CALCULUS	H441	09.45.00	11.25.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				2001	NOENG
Winter	ENGR	290	U UB	TUT	INTRO. ENGR TEAM DESIGN PROJ	H562	11.45.00	13.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	35	"ENGR213, ENGR233, ENCS282"		ELEC 370	2035	NOENG
Winter	ENGR	233	U UB	TUT	APPLIED ADVANCED CALCULUS	MB6.425	13.15.00	14.55.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				2001	NOENG
Winter	ENGR	233	U UC	TUT	APPLIED ADVANCED CALCULUS	H611	09.45.00	11.25.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				2001	NOENG
Winter	ENGR	391	UU	LEC	NUMERICAL METHODS IN ENGR	H435	17.45.00	20.15.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	120	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2064	NOENG
Winter	ENGR	371	UU	LEC	PROBABILITY+STATISTICS/ENGR.	MBS2.330	17.45.00	20.15.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	135	ENGR213; ENGR233			2054	NOENG
Winter	ENGR	391	UUUA	TUT	NUMERICAL METHODS IN ENGR	H821	20.30.00	21.20.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	40	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2064	NOENG
Winter	ENGR	371	UUUA	TUT	PROBABILITY+STATISTICS/ENGR.	H459	14.45.00	15.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45	ENGR213; ENGR233			2054	NOENG
Winter	ENGR	391	UUUB	TUT	NUMERICAL METHODS IN ENGR	H827	20.30.00	21.20.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	40	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2064	NOENG
Winter	ENGR	371	UUUB	TUT	PROBABILITY+STATISTICS/ENGR.	H401	14.45.00	15.35.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45	ENGR213; ENGR233			2054	NOENG
Winter	ENGR	391	UUUC	TUT	NUMERICAL METHODS IN ENGR	H903	20.30.00	21.20.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	40	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2064	NOENG
Winter	ENGR	371	UUUC	TUT	PROBABILITY+STATISTICS/ENGR.	H619	14.45.00	15.35.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45	ENGR213; ENGR233			2054	NOENG
Winter	ENGR	391	V	LEC	NUMERICAL METHODS IN ENGR	H435	13.15.00	14.30.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	120	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2065	NOENG
Winter	ENGR	251	V	LEC	THERMODYNAMICS I	H531	10.15.00	11.30.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	120				2030	NOENG
Winter	ENGR	243	V	LEC	DYNAMICS	MBS2.330	10.15.00	11.30.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	150	"ENGR213, ENGR242"			2015	NOENG
Winter	ENGR	244	V	LEC	MECHANICS OF MATERIALS	H407	08.45.00	10.00.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	110	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2023	NOENG
Winter	ENGR	233	V	LEC	APPLIED ADVANCED CALCULUS	H535	08.45.00	10.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	135				2002	NOENG
Winter	ENGR	251	V VA	TUT	THERMODYNAMICS I	MBS1.235	11.45.00	13.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60				2030	NOENG
Winter	ENGR	391	V VA	TUT	NUMERICAL METHODS IN ENGR	H967	11.45.00	12.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	50	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2065	NOENG
Winter	ENGR	243	V VA	TUT	DYNAMICS	H565	14.45.00	16.25.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	50	"ENGR213, ENGR242"			2015	NOENG
Winter	ENGR	244	V VA	TUT	MECHANICS OF MATERIALS	H565	14.45.00	16.35.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2023	NOENG
Winter	ENGR	233	V VA	TUT	APPLIED ADVANCED CALCULUS	H613	08.20.00	10.00.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				2002	NOENG
Winter	ENGR	251	V VB	TUT	THERMODYNAMICS I	MBS1.401	11.45.00	13.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60				2030	NOENG
Winter	ENGR	391	V VB	TUT	NUMERICAL METHODS IN ENGR	H967	13.15.00	14.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	50	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2065	NOENG
Winter	ENGR	243	V VB	TUT	DYNAMICS	H631	11.45.00	13.25.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	50	"ENGR213, ENGR242"			2015	NOENG
Winter	ENGR	244	V VB	TUT	MECHANICS OF MATERIALS	MBS1.435	15.15.00	17.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2023	NOENG
Winter	ENGR	233	V VB	TUT	APPLIED ADVANCED CALCULUS	H609	08.20.00	10.00.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				2002	NOENG
Winter	ENGR	391	V VC	TUT	NUMERICAL METHODS IN ENGR	H811	11.45.00	12.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	20	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2065	NOENG
Winter	ENGR	233	V VC	TUT	APPLIED ADVANCED CALCULUS	H459	08.20.00	10.00.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	45				2002	NOENG
Winter	ENGR	244	VI-X	LAB	MECHANICS OF MATERIALS	H963	11.45.00	14.30.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	VJ-X	LAB	MECHANICS OF MATERIALS	H963	11.45.00	14.30.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	VK-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	VL-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	VM-X	LAB	MECHANICS OF MATERIALS	H963	11.45.00	14.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	VN-X	LAB	MECHANICS OF MATERIALS	H963	11.45.00	14.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	311	W	LEC	TRANSF.CALC+PART.DIFF.EQNS	MB2.270	08.45.00	10.00.00	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	100	ENGR233		EMAT 311	2046	NOENG
Winter	ENGR	251	W	LEC	THERMODYNAMICS I	MBS2.210	08.45.00	10.00.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	120				2031	NOENG
Winter	ENGR	243	W	LEC	DYNAMICS	H535	14.45.00	16.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	150	"ENGR213, ENGR242"			2016	NOENG
Winter	ENGR	371	W	LEC	PROBABILITY+STATISTICS/ENGR.	FGC080	10.15.00	11.30.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	135	ENGR213; ENGR233			2055	NOENG
Winter	ENGR	213	W	LEC	APP.ORDINARY DIFF.EQUATIONS	H531	14.45.00	16.00.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	120				1095	NOENG
Winter	ENGR	311	W WA	TUT	TRANSF.CALC+PART.DIFF.EQNS	H629	08.20.00	10.00.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50	ENGR233		EMAT 311	2046	NOENG
Winter	ENGR	251	W WA	TUT	THERMODYNAMICS I	MB5.275	11.45.00	13.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60				2031	NOENG
Winter	ENGR	371	W WA	TUT	PROBABILITY+STATISTICS/ENGR.	H429	08.45.00	09.35.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	45	ENGR213; ENGR233			2055	NOENG
Winter	ENGR	213	W WA	TUT	APP.ORDINARY DIFF.EQUATIONS	MB2.430	16.10.00	17.50.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60				1095	NOENG
Winter	ENGR	311	W WB	TUT	TRANSF.CALC+PART.DIFF.EQNS	H403	16.15.00	17.55.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50	ENGR233		EMAT 311	2046	NOENG
Winter	ENGR	251	W WB	TUT	THERMODYNAMICS I	MBS1.115	11.45.00	13.25.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60				2031	NOENG
Winter	ENGR	371	W WB	TUT	PROBABILITY+STATISTICS/ENGR.	H619	08.45.00	09.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45	ENGR213; ENGR233			2055	NOENG
Winter	ENGR	213	W WB	TUT	APP.ORDINARY DIFF.EQUATIONS	MB5.215	18.00.00	19.40.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	60				1095	NOENG
Winter	ENGR	371	W WC	TUT	PROBABILITY+STATISTICS/ENGR.	H429	08.45.00	09.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45	ENGR213; ENGR233			2055	NOENG
Winter	ENGR	243	W WE	TUT	DYNAMICS	FGB080	08.20.00	10.00.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	50	"ENGR213, ENGR242"			2016	NOENG
Winter	ENGR	243	W WF	TUT	DYNAMICS	FGB080	10.05.00	11.45.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	50	"ENGR213, ENGR242"			2016	NOENG
Winter	ENGR	243	W WG	TUT	DYNAMICS	FGB080	08.20.00	10.00.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50	"ENGR213, ENGR242"			2016	NOENG
Winter	ENGR	242	WW	LEC	STATICS	GNM100	17.45.00	20.15.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	100		ENGR213		2011	NOENG
Winter	ENGR	242	WWWA	TUT	STATICS	H423	20.30.00	22.10.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50		ENGR213		2011	NOENG
Winter	ENGR	242	WWWB	TUT	STATICS	H539	20.30.00	22.10.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	50		ENGR213		2011	NOENG
Winter	ENGR	391	X	LEC	NUMERICAL METHODS IN ENGR	FGB060	08.45.00	10.00.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	100	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2066	NOENG
Winter	ENGR	243	X	LEC	DYNAMICS	H407	11.45.00	13.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	110	"ENGR213, ENGR242"			2017	NOENG
Winter	ENGR	244	X	LEC	MECHANICS OF MATERIALS	H407	13.15.00	14.30.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	110	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2024	NOENG
Winter	ENGR	233	X	LEC	APPLIED ADVANCED CALCULUS	MBS2.210	10.15.00	11.30.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	135				2003	NOENG
Winter	ENGR	391	X XA	TUT	NUMERICAL METHODS IN ENGR	H917	13.15.00	14.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	25	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2066	NOENG
Winter	ENGR	243	X XA	TUT	DYNAMICS	H423	11.45.00	13.25.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	40	"ENGR213, ENGR242"			2017	NOENG
Winter	ENGR	244	X XA	TUT	MECHANICS OF MATERIALS	MB2.445	16.15.00	18.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2024	NOENG
Winter	ENGR	233	X XA	TUT	APPLIED ADVANCED CALCULUS	H441	14.15.00	15.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45				2003	NOENG
Winter	ENGR	391	X XB	TUT	NUMERICAL METHODS IN ENGR	H967	15.15.00	16.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	50	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2066	NOENG
Winter	ENGR	243	X XB	TUT	DYNAMICS	FGB055	14.45.00	16.25.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	40	"ENGR213, ENGR242"			2017	NOENG
Winter	ENGR	244	X XB	TUT	MECHANICS OF MATERIALS	MB2.435	14.45.00	16.30.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	55	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233		2024	NOENG
Winter	ENGR	233	X XB	TUT	APPLIED ADVANCED CALCULUS	H611	14.15.00	15.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45				2003	NOENG
Winter	ENGR	243	X XC	TUT	DYNAMICS	FGB055	11.45.00	13.25.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	30	"ENGR213, ENGR242"			2017	NOENG
Winter	ENGR	233	X XC	TUT	APPLIED ADVANCED CALCULUS	H613	14.15.00	15.55.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45				2003	NOENG
Winter	ENGR	391	X XD	TUT	NUMERICAL METHODS IN ENGR	H849	16.30.00	17.20.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	25	"ENGR213, ENGR 233, (COMP248, COEN243, MECH215, BCEE231)"		EMAT 391	2066	NOENG
Winter	ENGR	244	XI-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	XJ-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	XL-X	LAB	MECHANICS OF MATERIALS	H963	08.45.00	11.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	XM-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	244	XN-X	LAB	MECHANICS OF MATERIALS	H963	14.45.00	17.30.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	16	"ENGR213, (ENGR 242, ENGR 245)"	ENGR 233			NOENG
Winter	ENGR	251	XX	LEC	THERMODYNAMICS I	H531	17.45.00	20.15.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	120				2032	NOENG
Winter	ENGR	251	XXXE	TUT	THERMODYNAMICS I	MB5.265	15.30.00	17.10.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60				2032	NOENG
Winter	ENGR	251	XXXF	TUT	THERMODYNAMICS I	MB5.275	15.30.00	17.10.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	60				2032	NOENG
Winter	SOEN	228	A-X	LAB	SYSTEM HARDWARE	H968	10.00.00	12.00.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	B-X	LAB	SYSTEM HARDWARE	H966	10.00.00	12.00.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	C-X	LAB	SYSTEM HARDWARE	H968	10.00.00	12.00.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	D-X	LAB	SYSTEM HARDWARE	H966	10.00.00	12.00.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	E-X	LAB	SYSTEM HARDWARE	H968	10.00.00	12.00.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	F-X	LAB	SYSTEM HARDWARE	H966	10.00.00	12.00.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	G-X	LAB	SYSTEM HARDWARE	H968	10.00.00	12.00.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	H-X	LAB	SYSTEM HARDWARE	H966	10.00.00	12.00.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	I-X	LAB	SYSTEM HARDWARE	H968	10.00.00	12.00.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	20			COMP 228		NOENG
Winter	SOEN	228	J-X	LAB	SYSTEM HARDWARE	H966	10.00.00	12.00.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	20			COMP 228		NOENG
Winter	SOEN	487	NN	LEC	WEB SERVICES & APPLICATIONS	H520	17.45.00	20.15.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	80		SOEN387		4812	NOENG
Winter	SOEN	487	NNNA	TUT	WEB SERVICES & APPLICATIONS	H544	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	40		SOEN387		4812	NOENG
Winter	SOEN	487	NNNB	TUT	WEB SERVICES & APPLICATIONS	H540	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	40		SOEN387		4812	NOENG
Winter	SOEN	287	S	LEC	WEB PROGRAMMING	H553	08.45.00	10.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	100	COMP248		"COMP 229, SOEN 229"	2089	N
Winter	SOEN	341	S	LEC	SOFTWARE PROCESS	FGC080	08.45.00	10.00.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	120	"(COMP 352, COEN 352)"	ENCS 282		3008	Y
Winter	SOEN	345	S	LEC	"S.W. TESTING, VERIF & QA"	H937	14.45.00	16.00.00	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	195		SOEN343		3118	Y
Winter	SOEN	357	S	LEC	USER INTERFACE DESIGN	H110	10.15.00	11.30.00	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	195	SOEN342			3200	NOENG
Winter	SOEN	344	S	LEC	S.W. ARCHITECURE & DESIGN II	MB1.210	13.15.00	14.30.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	180	SOEN343			3115	Y
Winter	SOEN	385	S	LEC	CONTROL SYSTEMS+APPLICATIONS	H435	11.45.00	13.00.00	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	162	"ENGR213, ENGR233"			3255	Y
Winter	SOEN	341	S SA	TUT	SOFTWARE PROCESS	MBS1.430	12.15.00	13.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	40	"(COMP 352, COEN 352)"	ENCS 282		3008	Y
Winter	SOEN	390	S SA	TUT	SOFTWARE ENGR. TEAM PROJECT	H544	18.15.00	19.05.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	29		"SOEN344, SOEN357"		4000	Y
Winter	SOEN	357	S SA	TUT	USER INTERFACE DESIGN	H459	11.45.00	12.35.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	45	SOEN342			3200	NOENG
Winter	SOEN	385	S SA	TUT	CONTROL SYSTEMS+APPLICATIONS	H625	10.45.00	11.35.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	41	"ENGR213, ENGR233"			3255	Y
Winter	SOEN	287	S SA	TUT	WEB PROGRAMMING	H627	10.15.00	11.55.00	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	25	COMP248		"COMP 229, SOEN 229"	2089	N
Winter	SOEN	345	S SA	TUT	"S.W. TESTING, VERIF & QA"	H433	16.15.00	17.05.00	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	65		SOEN343		3118	Y
Winter	SOEN	344	S SA	TUT	S.W. ARCHITECURE & DESIGN II	H613	14.45.00	15.35.00	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	45	SOEN343			3115	Y
Winter	SOEN	390	S SB	TUT	SOFTWARE ENGR. TEAM PROJECT	H540	18.15.00	19.05.00	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	30		"SOEN344, SOEN357"		4000	Y
Winter	SOEN	341	S SB	TUT	SOFTWARE PROCESS	MBS2.115	13.15.00	14.05.00	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	40	"(COMP 352, COEN 352)"	ENCS 282		3008	Y
